2021,10,18,082000,118.*.66.111,X
2021,10,18,145000,114.*.179.74,X
2021,10,18,145000,1.*.54.207,X
2021,10,18,145000,1.*.174.169,X
2021,10,18,183000,114.*.180.131,X
2021,10,18,183000,1.*.174.25,X
2021,10,18,183000,114.*.102.64,X
2021,10,18,183000,114.*.100.210,X
2021,10,18,183000,114.*.173.142,X
2021,10,18,235000,114.*.226.218,X
2021,10,19,112000,118.*.238.26,X
2021,10,19,112000,114.*.212.229,X
2021,10,19,171000,118.*.69.57,X
2021,10,19,171000,114.*.213.125,X
2021,10,19,171000,114.*.169.67,X
2021,10,19,171000,1.*.174.26,X
2021,10,20,084000,114.*.84.129,X
2021,10,20,133000,1.*.173.69,X
2021,10,20,133000,118.*.225.65,X
2021,10,20,133000,114.*.164.179,X
2021,10,20,173000,114.*.65.78,X
2021,10,20,173000,114.*.157.34,X
2021,10,20,173000,114.*.224.207,X
2021,10,20,213000,1.*.177.163,X
2021,10,21,081000,118.*.92.231,X
2021,10,21,081000,114.*.173.127,X
2021,10,21,143000,118.*.66.107,X
2021,10,21,143000,1.*.171.186,X
2021,10,21,143000,114.*.100.63,X
2021,10,21,143000,114.*.217.228,X
2021,10,21,173000,114.*.146.162,X
2021,10,21,211000,114.*.159.122,X
2021,10,21,211000,118.*.101.217,X
2021,10,21,235000,61.*.50.92,X
2021,10,22,133000,1.*.167.120,X
2021,10,22,133000,114.*.223.228,X
2021,10,22,133000,141.*.34.162,X
2021,10,22,133000,118.*.66.17,X
2021,10,22,133000,1.*.44.186,X
2021,10,22,133000,1.*.175.234,X
2021,10,22,181000,114.*.99.169,X
2021,10,22,181000,114.*.225.104,X
2021,10,23,043000,114.*.190.162,X
2021,10,23,043000,1.*.59.7,X
2021,10,23,173000,114.*.229.65,X
2021,10,24,085000,163.*.183.110,X
2021,10,24,085000,61.*.52.212,X
2021,10,24,085000,163.*.183.109,X
2021,10,24,085000,163.*.183.111,X
2021,10,24,085000,163.*.183.95,X
2021,10,24,085000,163.*.183.108,X
2021,10,24,085000,61.*.53.173,X
