2019,01,22,043000,118.*.85.243,-
2019,01,22,155000,111.*.214.45,-
2019,01,22,155000,61.*.132.94,-
2019,01,22,114000,61.*.187.107,-
2019,01,22,155000,61.*.130.28,-
2019,01,22,155000,61.*.135.13,-
2019,01,22,114000,220.*.199.166,-
2019,01,22,155000,114.*.6.179,-
2019,01,22,043000,111.*.227.8,-
2019,01,22,043000,118.*.32.231,-
2019,01,22,043000,220.*.205.157,-
2019,01,22,155000,36.*.31.242,-
2019,01,22,155000,111.*.15.136,-
2019,01,22,155000,1.*.160.232,-
2019,01,22,155000,114.*.27.74,-
2019,01,22,114000,1.*.109.141,-
2019,01,22,084000,36.*.50.22,-
2019,01,22,155000,36.*.122.239,-
2019,01,22,043000,111.*.227.56,-
2019,01,24,154000,61.*.125.144,-
2019,01,24,154000,111.*.227.247,-
2019,01,24,154000,61.*.44.2,-
2019,01,24,154000,118.*.194.240,-
2019,01,24,154000,61.*.125.97,-
2019,01,24,173000,36.*.28.241,-
2019,01,24,231000,36.*.158.106,-
2019,01,24,173000,61.*.135.159,-
2019,01,24,154000,220.*.195.139,-
2019,01,24,154000,103.*.35.146,-
2019,01,24,154000,114.*.180.16,-
2019,01,24,173000,61.*.49.31,-
2019,01,24,154000,1.*.164.208,-
2019,01,24,154000,36.*.68.245,-
2019,01,24,154000,59.*.61.69,-
2019,01,24,154000,1.*.229.53,-
2019,01,24,231000,111.*.210.220,-
2019,01,25,154000,118.*.84.132,-
2019,01,25,154000,111.*.225.101,-
2019,01,25,154000,114.*.181.171,-
2019,01,25,154000,36.*.123.43,-
2019,01,25,083000,220.*.195.191,-
2019,01,25,154000,1.*.151.218,-
2019,01,25,173000,111.*.228.209,-
2019,01,25,154000,61.*.119.132,-
2019,01,25,154000,61.*.133.201,-
2019,01,25,154000,36.*.55.136,-
2019,01,25,154000,61.*.164.106,-
2019,01,25,083000,114.*.21.117,-
2019,01,25,154000,114.*.68.178,-
2019,01,26,153000,220.*.20.95,-
2019,01,26,045000,114.*.182.178,-
2019,01,26,153000,1.*.166.223,-
2019,01,27,081000,111.*.3.94,-
2019,01,28,151000,118.*.192.198,-
2019,01,28,151000,36.*.154.187,-
2019,01,28,174000,118.*.130.124,-
2019,01,28,151000,118.*.81.11,-
2019,01,28,115000,61.*.130.202,-
2019,01,28,174000,114.*.182.184,-
2019,01,28,174000,118.*.226.91,-
2019,01,28,151000,61.*.47.225,-
2019,01,28,151000,103.*.1.173,-
2019,01,28,151000,36.*.124.207,-
2019,01,28,151000,61.*.121.226,-
2019,01,28,151000,111.*.225.129,-
2019,01,28,115000,103.*.1.174,-
2019,01,28,151000,61.*.45.76,-
2019,01,28,151000,61.*.122.186,-
2019,01,28,043000,114.*.179.239,-
2019,01,28,115000,61.*.44.236,-
2019,01,28,115000,111.*.221.124,-
2019,01,28,115000,220.*.16.33,-
2019,01,28,151000,114.*.30.27,-
2019,01,29,153000,114.*.30.70,-
2019,01,29,153000,114.*.134.203,-
2019,01,29,153000,118.*.1.146,-
2019,01,29,173000,61.*.187.85,-
2019,01,29,153000,118.*.226.205,-
2019,01,29,153000,118.*.84.130,-
2019,01,29,153000,220.*.23.51,-
2019,01,29,153000,103.*.1.175,-
2019,01,29,153000,111.*.221.79,-
2019,01,29,153000,61.*.45.43,-
2019,01,29,153000,111.*.227.15,-
2019,01,29,153000,61.*.166.10,-
2019,01,29,153000,103.*.1.181,-
2019,01,29,173000,114.*.182.76,-
2019,01,29,173000,220.*.11.241,-
2019,01,29,153000,61.*.130.86,-
2019,01,29,153000,1.*.224.180,-
2019,01,29,173000,1.*.111.34,-
2019,01,29,153000,61.*.170.65,-
2019,01,29,153000,111.*.3.246,-
2019,01,29,220000,118.*.112.220,-
2019,01,29,153000,118.*.77.164,-
2019,01,29,153000,220.*.195.148,-
2019,01,29,153000,118.*.226.182,-
2019,01,30,154000,103.*.1.186,-
2019,01,30,175000,111.*.22.91,-
2019,01,30,115000,118.*.113.154,-
2019,01,30,175000,111.*.228.91,-
2019,01,30,154000,220.*.41.242,-
2019,01,30,083000,118.*.202.75,-
2019,01,30,115000,111.*.0.139,-
2019,01,30,154000,36.*.32.236,-
2019,01,30,154000,1.*.151.41,-
2019,01,30,154000,61.*.43.131,-
2019,01,30,154000,1.*.160.196,-
2019,01,30,154000,36.*.158.223,-
2019,01,30,154000,1.*.224.16,-
2019,01,30,115000,61.*.197.58,-
2019,01,30,115000,103.*.1.182,-
2019,01,30,115000,111.*.210.5,-
2019,01,30,154000,61.*.20.185,-
2019,01,30,175000,111.*.228.88,-
2019,01,30,115000,111.*.207.11,-
2019,01,31,174000,111.*.225.147,-
2019,01,31,154000,1.*.30.2,-
2019,01,31,174000,1.*.27.236,-
2019,01,31,114000,111.*.225.150,-
2019,01,31,043000,36.*.124.29,-
2019,01,31,174000,118.*.91.76,-
2019,01,31,114000,61.*.49.83,-
