2020,01,06,175000,114.*.186.201,-
2020,01,06,154000,61.*.203.139,-
2020,01,06,154000,220.*.40.12,-
2020,01,06,154000,220.*.178.141,-
2020,01,06,113000,111.*.178.1,-
2020,01,06,113000,111.*.210.141,-
2020,01,06,154000,111.*.220.213,-
2020,01,06,154000,114.*.68.14,-
2020,01,06,154000,202.*.158.51,-
2020,01,06,223000,114.*.1.118,-
2020,01,06,154000,111.*.175.235,-
2020,01,06,175000,114.*.107.89,-
2020,01,06,154000,218.*.103.150,-
2020,01,06,113000,118.*.15.243,-
2020,01,06,113000,111.*.178.65,-
2020,01,06,223000,114.*.99.193,-
2020,01,06,223000,114.*.26.109,-
2020,01,06,154000,220.*.182.210,-
2020,01,06,175000,220.*.176.12,-
2020,01,06,113000,218.*.83.113,-
2020,01,06,154000,118.*.1.252,-
2020,01,06,154000,111.*.174.221,-
2020,01,06,113000,114.*.29.116,-
2020,01,06,154000,220.*.122.27,-
2020,01,06,113000,114.*.130.36,-
2020,01,06,154000,218.*.83.112,-
2020,01,06,175000,220.*.6.200,-
2020,01,06,154000,36.*.154.132,-
2020,01,06,113000,61.*.177.208,-
2020,01,06,154000,220.*.182.111,-
2020,01,06,113000,1.*.117.241,-
2020,01,06,113000,111.*.209.168,-
2020,01,06,175000,111.*.169.165,-
2020,01,07,155000,114.*.132.131,-
2020,01,07,155000,115.*.56.21,-
2020,01,07,155000,111.*.179.224,-
2020,01,07,155000,111.*.178.168,-
2020,01,07,155000,218.*.82.178,-
2020,01,07,155000,1.*.103.171,-
2020,01,07,155000,36.*.19.1,-
2020,01,07,155000,202.*.244.137,-
2020,01,07,155000,114.*.27.115,-
2020,01,07,155000,114.*.182.136,-
2020,01,07,155000,1.*.98.46,-
2020,01,07,155000,118.*.96.193,-
2020,01,07,155000,36.*.18.166,-
2020,01,07,155000,1.*.37.201,-
2020,01,07,155000,114.*.67.45,-
2020,01,07,155000,114.*.68.182,-
2020,01,07,155000,111.*.179.142,-
2020,01,07,155000,114.*.25.192,-
2020,01,08,114000,220.*.5.58,-
2020,01,08,114000,111.*.179.97,-
2020,01,08,154000,111.*.167.78,-
2020,01,08,154000,114.*.101.92,-
2020,01,08,045000,111.*.37.239,-
2020,01,08,154000,144.*.114.45,-
2020,01,08,154000,114.*.182.71,-
2020,01,08,154000,111.*.222.60,-
2020,01,08,154000,118.*.41.201,-
2020,01,08,181000,111.*.205.74,-
2020,01,08,181000,218.*.102.75,-
2020,01,08,154000,114.*.21.23,-
2020,01,08,045000,111.*.173.64,-
2020,01,08,114000,111.*.170.73,-
2020,01,08,045000,111.*.213.204,-
2020,01,08,114000,220.*.181.86,-
2020,01,08,154000,111.*.211.233,-
2020,01,08,045000,111.*.223.124,-
2020,01,08,045000,111.*.220.192,-
2020,01,08,045000,218.*.85.234,-
2020,01,08,181000,220.*.5.98,-
2020,01,08,114000,111.*.221.213,-
2020,01,08,114000,114.*.186.154,-
2020,01,08,154000,114.*.32.55,-
2020,01,08,114000,220.*.176.230,-
2020,01,08,154000,111.*.175.164,-
2020,01,08,045000,114.*.104.62,-
2020,01,08,114000,218.*.82.113,-
2020,01,08,181000,218.*.102.213,-
2020,01,08,045000,220.*.179.12,-
2020,01,08,154000,36.*.31.222,-
2020,01,08,154000,36.*.125.53,-
2020,01,08,045000,61.*.138.132,-
2020,01,08,154000,36.*.124.191,-
2020,01,08,154000,118.*.14.176,-
2020,01,08,154000,61.*.198.251,-
2020,01,08,154000,111.*.212.25,-
2020,01,08,154000,114.*.64.244,-
2020,01,08,154000,36.*.68.34,-
2020,01,08,114000,36.*.125.136,-
2020,01,09,155000,61.*.202.39,-
2020,01,09,155000,114.*.70.235,-
2020,01,09,155000,114.*.28.22,-
2020,01,09,155000,118.*.41.127,-
2020,01,09,155000,114.*.67.3,-
2020,01,09,155000,218.*.85.29,-
2020,01,09,113000,220.*.182.189,-
2020,01,09,113000,36.*.86.120,-
2020,01,09,113000,36.*.125.193,-
2020,01,09,113000,114.*.100.67,-
2020,01,09,155000,207.*.98.57,-
2020,01,09,155000,220.*.177.122,-
2020,01,09,113000,220.*.125.8,-
2020,01,09,155000,36.*.16.115,-
2020,01,09,015000,36.*.204.60,-
2020,01,09,113000,111.*.221.102,-
2020,01,09,113000,111.*.171.221,-
2020,01,09,155000,118.*.133.24,-
2020,01,09,113000,220.*.177.8,-
2020,01,09,155000,114.*.105.79,-
2020,01,09,155000,111.*.165.151,-
2020,01,09,213000,61.*.197.222,-
2020,01,09,155000,218.*.80.1,-
2020,01,09,015000,111.*.205.145,-
2020,01,09,155000,111.*.173.170,-
2020,01,09,155000,114.*.188.75,-
2020,01,09,155000,114.*.182.110,-
2020,01,09,155000,114.*.36.16,-
2020,01,10,155000,118.*.41.113,-
2020,01,10,155000,114.*.10.178,-
2020,01,10,155000,111.*.193.14,-
